"OBSRVTN_NB","DATETIME_DTM","PNT_NM","QUALIFIER_TXT","PNT_ATRISKNOTES_TX","PNT_ATRISKFOLWUPNTS_TX"
285599,"10/6/2022 9:45","Correct work area traffic control","Other - Work Area Protection, Signs out","WAP contractor did not have any signs or cones placed out upon my arrival ( the line crew was in process of off loading pole and blocking one lane ). After addressing these concerns flagging crew placed out signs.",NA
491994,"9/3/2024 8:45","THA","Hazards and Mitigation Controls Identified, Hazards and mitigation controls identified (THA), Other - THA, Reviewed with all parties on-site, Signed by all parties on-site, THA lists step- by-step plan","Lifting operations were referenced without completing a section of the THA, and discussed with [NAME]. Expressed completing section, and considerations to section when lifting to rigging / spotting / inspection of hardware.",NA
259356,"7/18/2022 12:10","Personal Protective Grounds","Other - Personal Protective Grounds","[NAME] crew member to the site attached personal ground to unidentified tail ( city station ground grid ) in the work area.","With no knowledge of if or where the tail is connected, we agreed to only ground to drilled ground rods. General foreman was quick to react and have crew member apply ground rod and crane ground. Appreciate the quick response!"
284316,"9/20/2022 13:30","Equipment used properly within load and operating tolerances","Proper rigging","The worker in the bucket had wrapped the jib winch line around the phase instead of using a sling. We requested that he use a sling to secure the phase in the jib winch line.",NA
123950,"7/20/2021 13:15","Fire extinguisher inspection up to date and was set off when required (Forestry)","Other - Fire extinguisher","[NAME] did have extinguisher on ROW by truck, but crew was working a good ways from this location. Extinguisher should have been farther down ROW to where they were working just in case there was a need.",NA
401932,"10/9/2023 14:48","Grinder Control Procedures","Procedures - Other","Iron workers working on dry ash conveyer, were working out of a lift welding and grinding. The employees were dropping fire to the ground with no drop zone barricade. I contacted the employees and had the put up a barricade. I also told them to get fire blanket to limit the distance fire was going from the work area. I contacted DPC safety about the event.",NA
449600,"3/29/2024 7:50","Equipment Operations","Substation drive paths delineated with safe travel and working distances","Noted to [NAME] the drive path were needed inside the sub station to delineate safe travel and movement of equipment. [NAME] plans to have the crew place cones and set paths.",NA
464564,"5/23/2024 9:32","Personal Safety","Hazard recognition","I coached a lineman to not step on the down wire even though it was deenergized tested and grounded. The lineman did have his class 2 gloves on and did not realize he was stepping on the tail.",NA
459707,"5/6/2024 10:00","Crew Discussions","Are the hazard mitigations understood","no signatures were on the JSA so there was no indication that there actually was a discussion. Very sparse.",NA
329060,"3/10/2023 11:27","Equipment - Tools &Equipment","Other - Equipment","Northstar employee not wearing seat belt while operating front end loader. Stopped employee asked him to put on seatbelt. Spoke to foreman will be reviewed in morning meeting.",NA
36273,"5/27/2020 10:52","All applicable work procedures are followed","Procedure being followed, work stopped","[NAME] had applied some cover up, but before completed the task they had boomed up and over uncovered primary. Workers aloft was asked to come down so they could talk about what had happened.",NA
299882,"11/29/2022 11:05","Climbing - Job Briefing","Were hazards identified?","Three chainsaws were being stored in the back of pickup truck without scabbards while not in use. Saws were found lying on top of rigging ropes and also created potential laceration concerns while reaching into bed area to grab miscellaneous tools, etc..",NA
37289,"6/3/2020 9:30","Personal Safety (Forestry)","Other - Personal Safety, Rushing","the crew was not spotting the bucket operator which caused a sizable limb to break. the limb did drop and brushed cable and service drop line causing them to bounce.",NA
280860,"9/9/2022 12:15","Circle of safety practices","Other - Circle of safety","after having a couple driving incidents over the past few weeks, while on a job site the crew had pulled the trucks off the edge of the road, i had talked with the crew about getting out and doing a walk through of the parking area to make sure that there weren't any hidden obstructions that would cause damage to the vehicle or a tripping hazard",NA
494163,"9/16/2024 9:32","Aerial Devices - Procedures","Was a drop zone established?","Only one side of the drop zone was established. I visited from the opposite side not knowing where the drop zone was.",NA
108631,"6/1/2021 9:30","PPE","Other - PPE","Two crew members were observed not wearing work gloves when they were needed. I asked them to get their gloves and they gladly put their gloves on and continued to work.",NA
474470,"6/27/2024 12:46","Heat Stress - Prevention","Hydration monitor role designated when ambient temperature is 86 degrees F or higher","No Hydration monitor role designated on the job briefing. When talking with the crew, they advised me who the HM was but said that they had forgotten to list it on the briefing. [NAME] was coached on taking their time and doing peer checks when completing job briefings.",NA
456473,"4/23/2024 12:16","Equipment Operations","Designated Spotter as needed (maintaining adequate clearance), Safety devices in use (seat belts, back-up alarm, cameras, horn, mirrors, lights, etc.)","While watching forklift operator move a piece of steel, operator set down steel and team member unhooked sling. Operator began to back up and had to lean out the cab to ensure he didnt go off the mats. I stopped the operator and reminded him to make sure he has a spotter. There was three team members just talking that could have spotted for him. Forklift did not have fire extinguisher.","I spoke with site supervisor and reminded him to express the importance of spotters and he needed a fire extinguisher for the forklift."
316509,"1/26/2023 16:36","Additional PPE Requirements","Employees working on or near energized lines and equipment are wearing appropriate arc rated FR clothing (Minimum of 8cal/cm2 as the outermost layer) Electrical","For employees entering sub stations, I would recommend sourcing FR rated vests to fulfill the Gate to Gate policy inside on substations.",NA
